onset	duration	trial_type	value
53.015	0.0	startIntro	
59.132	0.0	TrialProc	35
69.032	0.0	TrialProc	31
78.682	0.0	TrialProc	23
88.283	0.0	TrialProc	25
98.383	0.0	TrialProc	34
108.7	0.0	TrialProc	26
118.4	0.0	TrialProc	23
127.9	0.0	TrialProc	37
137.334	0.0	TrialProc	24
146.717	0.0	TrialProc	44
156.251	0.0	TrialProc	29
165.667	0.0	TrialProc	21
175.184	0.0	TrialProc	32
184.651	0.0	TrialProc	27
194.201	0.0	TrialProc	23
203.718	0.0	TrialProc	22
213.252	0.0	TrialProc	38
222.669	0.0	TrialProc	40
232.169	0.0	TrialProc	46
241.586	0.0	TrialProc	33
250.969	0.0	TrialProc	41
260.453	0.0	TrialProc	32
270.653	0.0	TrialProc	31
280.136	0.0	TrialProc	42
289.836	0.0	TrialProc	27
299.32	0.0	TrialProc	28
308.854	0.0	TrialProc	23
323.12	0.0	TrialProc	45
332.571	0.0	TrialProc	30
342.054	0.0	TrialProc	36
351.388	0.0	TrialProc	22
361.254	0.0	TrialProc	21
370.805	0.0	TrialProc	23
380.188	0.0	TrialProc	30
389.655	0.0	TrialProc	35
399.555	0.0	TrialProc	33
409.855	0.0	TrialProc	39
419.389	0.0	TrialProc	34
430.189	0.0	TrialProc	43
439.639	0.0	TrialProc	29
449.056	0.0	TrialProc	25
458.573	0.0	TrialProc	28
468.307	0.0	TrialProc	24
478.623	0.0	TrialProc	22
488.057	0.0	TrialProc	21
497.64	0.0	TrialProc	26
507.007	0.0	TrialProc	47
516.524	0.0	TrialProc	23
526.124	2.541	BlockProc	
528.841	0.0	TrialProc	31
538.941	0.0	TrialProc	25
548.375	0.0	TrialProc	38
557.925	0.0	TrialProc	34
567.925	0.0	TrialProc	24
577.609	0.0	TrialProc	30
587.176	0.0	TrialProc	23
596.676	0.0	TrialProc	45
606.559	0.0	TrialProc	30
616.309	0.0	TrialProc	28
626.193	0.0	TrialProc	29
635.793	0.0	TrialProc	26
645.493	0.0	TrialProc	35
654.993	0.0	TrialProc	44
664.444	0.0	TrialProc	27
673.927	0.0	TrialProc	33
683.411	0.0	TrialProc	21
692.877	0.0	TrialProc	43
702.428	0.0	TrialProc	31
711.861	0.0	TrialProc	41
721.261	0.0	TrialProc	37
730.712	0.0	TrialProc	22
740.195	0.0	TrialProc	21
749.712	0.0	TrialProc	29
759.145	0.0	TrialProc	23
768.529	0.0	TrialProc	27
778.362	0.0	TrialProc	34
787.979	0.0	TrialProc	23
797.346	0.0	TrialProc	24
807.146	0.0	TrialProc	22
816.613	0.0	TrialProc	42
829.147	0.0	TrialProc	23
838.847	0.0	TrialProc	36
848.38	0.0	TrialProc	39
857.781	0.0	TrialProc	23
867.597	0.0	TrialProc	26
877.098	0.0	TrialProc	33
886.931	0.0	TrialProc	40
896.298	0.0	TrialProc	23
906.165	0.0	TrialProc	47
915.665	0.0	TrialProc	22
925.282	0.0	TrialProc	28
935.015	0.0	TrialProc	35
944.432	0.0	TrialProc	46
953.782	0.0	TrialProc	21
963.716	0.0	TrialProc	32
973.116	0.0	TrialProc	32
982.55	0.0	TrialProc	25
992.133	1.975	BlockProc	
994.3	0.0	TrialProc	22
1004.783	0.0	TrialProc	45
