onset	duration	trial_type	value
7.93	0.0	StartInstruction	1
11.272	0.0	startIntro	
12.436	0.0	startIntro	
12.492	0.0	StartInstruction	1
13.846	0.0	Eyeclosed	2
20.456	0.0	TrialProc	37
31.739	0.0	TrialProc	42
39.086	0.0	TrialProc	22
42.256	0.0	TrialProc	23
44.844	3.041	FixationBreak	3
48.194	0.0	EyeOpen	4
53.036	0.0	TrialProc	39
53.423	0.0	TrialProc	22
63.273	0.0	TrialProc	41
63.52	0.0	TrialProc	35
73.723	0.0	TrialProc	30
74.37	0.0	TrialProc	23
77.239	0.0	Eyeclosed	2
78.209	1.852	EndInstruction	5
84.073	0.0	TrialProc	22
94.24	0.0	TrialProc	43
103.807	0.0	TrialProc	35
108.237	3.681	FixationBreak	3
112.22	0.0	EyeOpen	4
113.757	0.0	TrialProc	25
124.124	0.0	TrialProc	32
134.057	0.0	TrialProc	23
142.236	2.426	EndInstruction	5
144.458	0.0	TrialProc	31
155.074	0.0	TrialProc	27
165.308	0.0	TrialProc	40
176.941	0.0	TrialProc	28
187.275	0.0	TrialProc	24
196.958	0.0	TrialProc	33
206.642	0.0	TrialProc	21
216.925	0.0	TrialProc	22
226.776	0.0	TrialProc	36
243.059	0.0	TrialProc	26
252.759	0.0	TrialProc	26
262.609	0.0	TrialProc	35
272.526	0.0	TrialProc	29
282.226	0.0	TrialProc	21
291.843	0.0	TrialProc	27
301.893	0.0	TrialProc	45
311.61	0.0	TrialProc	31
321.144	0.0	TrialProc	23
331.094	0.0	TrialProc	23
341.711	0.0	TrialProc	30
351.227	0.0	TrialProc	33
361.428	0.0	TrialProc	34
371.528	0.0	TrialProc	25
381.778	0.0	TrialProc	29
392.028	0.0	TrialProc	38
402.445	0.0	TrialProc	28
412.245	0.0	TrialProc	47
422.129	0.0	TrialProc	46
431.979	0.0	TrialProc	21
441.729	0.0	TrialProc	23
451.562	0.0	TrialProc	39
461.196	0.0	TrialProc	23
470.879	0.0	TrialProc	24
480.963	0.0	TrialProc	32
490.88	0.0	TrialProc	44
500.963	0.0	TrialProc	34
511.53	2.447	BlockProc	
514.497	0.0	TrialProc	43
524.563	0.0	TrialProc	31
534.78	0.0	TrialProc	32
544.197	0.0	TrialProc	23
553.93	0.0	TrialProc	25
563.981	0.0	TrialProc	31
573.764	0.0	TrialProc	34
583.748	0.0	TrialProc	46
593.448	0.0	TrialProc	40
606.331	0.0	TrialProc	23
615.965	0.0	TrialProc	29
625.865	0.0	TrialProc	29
635.982	0.0	TrialProc	41
647.799	0.0	TrialProc	23
658.282	0.0	TrialProc	45
668.966	0.0	TrialProc	27
679.849	0.0	TrialProc	27
689.116	0.0	TrialProc	35
699.249	0.0	TrialProc	37
709.616	0.0	TrialProc	28
720.45	0.0	TrialProc	30
730.366	0.0	TrialProc	42
740.667	0.0	TrialProc	22
750.65	0.0	TrialProc	28
760.617	0.0	TrialProc	44
770.751	0.0	TrialProc	24
781.551	0.0	TrialProc	22
791.701	0.0	TrialProc	36
802.184	0.0	TrialProc	47
811.484	0.0	TrialProc	32
821.735	0.0	TrialProc	26
832.668	0.0	TrialProc	38
842.068	0.0	TrialProc	24
852.418	0.0	TrialProc	23
862.602	0.0	TrialProc	33
872.169	0.0	TrialProc	23
882.002	0.0	TrialProc	21
892.219	0.0	TrialProc	21
902.952	0.0	TrialProc	21
912.886	0.0	TrialProc	25
922.769	0.0	TrialProc	23
933.236	0.0	TrialProc	35
943.453	0.0	TrialProc	33
952.987	0.0	TrialProc	39
962.453	0.0	TrialProc	22
972.004	0.0	TrialProc	30
981.454	0.0	TrialProc	26
991.687	0.0	TrialProc	34
1002.821	3.806	BlockProc	
